City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,sines,88,PT,1554478297,74,37.96,-8.87,53.01,17.0
383,fare,48,PF,1554478850,100,-16.7,-151.02,83.06,13.0
384,dire dawa,56,ET,1554478850,41,9.59,41.86,79.37,1.92
385,ballina,40,IE,1554478691,57,54.11,-9.15,55.0,8.05
386,kruisfontein,20,ZA,1554478850,76,-34.0,24.73,64.52,2.15
387,najran,75,SA,1554476400,21,17.54,44.22,91.4,9.17
388,namibe,0,AO,1554478851,100,-15.19,12.15,78.56,7.96
389,marfino,0,RU,1554478809,56,56.07,37.56,44.01,13.42
390,pemagatsel,88,BT,1554478851,92,27.03,91.43,59.03,1.7
391,inhambane,0,MZ,1554476400,74,-23.87,35.38,82.4,6.93
392,pont-audemer,0,FR,1554478801,43,49.35,0.52,55.99,6.93
393,port macquarie,40,AU,1554478805,93,-31.43,152.91,62.6,3.36
394,vyartsilya,0,RU,1554478852,90,62.18,30.69,37.7,3.15
395,te anau,0,NZ,1554478852,80,-45.41,167.72,22.04,2.37
396,havre-saint-pierre,40,CA,1554476400,41,50.23,-63.6,23.0,17.22
397,vila franca do campo,75,PT,1554478803,62,37.72,-25.43,57.2,18.34
398,russellville,75,US,1554478843,93,35.28,-93.13,60.01,3.38
399,tuktoyaktuk,20,CA,1554476400,75,69.44,-133.03,-14.81,5.82
400,khor,68,RU,1554478853,62,47.88,134.96,29.96,5.73
401,moree,8,AU,1554478335,56,-29.46,149.84,68.0,9.17
402,kirksville,90,US,1554477300,81,40.19,-92.58,50.0,3.36
403,voh,0,NC,1554478853,99,-20.95,164.69,78.2,15.68
404,dingle,76,PH,1554478853,74,11.0,122.67,81.08,5.28
405,gamba,36,CN,1554478854,72,28.28,88.52,11.69,1.81
406,bertea,0,RO,1554478836,60,45.23,25.87,57.99,3.0
407,kuching,75,MY,1554476400,88,1.56,110.34,80.6,5.39
408,lumatil,0,PH,1554478854,100,5.87,124.89,72.71,4.16
409,toora-khem,76,RU,1554478854,74,52.47,96.11,28.88,2.26
410,lewistown,90,US,1554478846,93,40.39,-90.15,51.01,4.7
411,sola,0,FI,1554477600,52,62.78,29.36,46.4,4.7
412,christchurch,76,NZ,1554478515,93,-43.53,172.64,43.0,8.05
413,panguma,24,SL,1554478855,47,8.18,-11.13,94.04,7.63
414,gat,0,SN,1554476400,23,14.69,-16.54,96.8,4.7
415,rafaela,32,AR,1554478744,42,-31.25,-61.49,71.01,11.01
416,grand baie,75,MU,1554478741,88,-20.02,57.58,78.8,18.34
417,beringovskiy,8,RU,1554478855,92,63.05,179.32,7.01,8.86
418,amga,8,RU,1554478856,74,60.89,131.98,17.72,2.37
419,ulagan,32,RU,1554478856,83,50.63,87.96,25.64,2.15
420,aleksandrovsk-sakhalinskiy,80,RU,1554478856,88,50.9,142.16,30.41,11.65
421,grindavik,20,IS,1554476400,70,63.84,-22.43,44.6,11.41
422,listvyanskiy,12,RU,1554478856,77,54.44,83.49,32.93,11.77
423,camalu,92,MX,1554478856,93,30.85,-116.07,52.64,3.15
424,otjiwarongo,0,NA,1554478856,23,-20.46,16.65,86.03,11.77
425,garowe,0,SO,1554478857,28,8.41,48.48,88.73,9.19
426,gimli,56,CA,1554478530,96,50.63,-96.99,32.0,10.0
427,camacupa,8,AO,1554478857,59,-12.02,17.48,79.64,4.38
428,ahipara,36,NZ,1554478857,100,-35.17,173.16,54.35,3.15
429,matay,76,EG,1554478857,32,28.42,30.79,77.12,5.17
430,leningradskiy,56,RU,1554478857,86,69.38,178.42,6.83,11.21
431,palo alto,75,US,1554478827,76,37.44,-122.16,57.0,8.05
432,ocos,20,GT,1554476400,65,14.51,-92.19,86.0,4.7
433,nelson bay,90,AU,1554478342,100,-32.72,152.14,64.0,1.12
434,darbhanga,44,IN,1554478858,51,26.16,85.9,82.88,9.31
435,tabuk,92,PH,1554478858,96,17.41,121.44,66.86,0.92
436,marechal floriano,20,BR,1554476653,52,-20.41,-40.67,91.4,12.75
437,okha,0,RU,1554478858,82,53.59,142.95,23.21,12.21
438,cape canaveral,75,US,1554478699,74,28.41,-80.6,82.0,9.17
439,savannah bight,0,HN,1554478859,95,16.45,-85.85,80.63,12.88
440,sindor,48,RU,1554478859,84,62.87,51.9,35.81,7.63
441,uvarovka,44,RU,1554478859,49,55.53,35.61,49.22,8.41
442,progreso,75,UY,1554478288,63,-34.68,-56.22,66.2,16.11
443,enniscorthy,88,IE,1554478766,74,52.5,-6.56,50.0,8.99
444,inyonga,56,TZ,1554478860,76,-6.72,32.06,75.14,3.94
445,ulaangom,0,MN,1554478752,78,49.98,92.07,30.59,1.92
446,nanyuki,0,KE,1554478860,53,0.01,37.07,65.96,3.94
447,den helder,90,NL,1554478857,70,52.96,4.76,53.01,8.05
448,santiago,0,CL,1554478770,35,-33.44,-70.65,82.0,2.71
449,pucallpa,75,PE,1554476400,331,-8.38,-74.54,35.6,6.93
450,pumiao,0,CN,1554476400,94,22.75,108.49,69.8,2.24
451,kisangani,0,CD,1554478862,64,0.52,25.21,89.54,0.58
452,xining,0,CN,1554478862,30,36.62,101.77,38.69,6.29
453,pueblo,1,US,1554478739,53,38.25,-104.61,57.99,4.7
454,solok,32,ID,1554478677,95,-0.79,100.66,70.28,2.37
455,joinville,75,BR,1554478210,74,-26.3,-48.85,88.0,2.24
456,gravdal,0,NO,1554478237,33,59.79,5.78,64.4,8.05
457,emerald,0,AU,1554478563,82,-23.53,148.16,68.0,6.93
458,pacifica,90,US,1554478861,93,37.61,-122.49,57.0,10.29
459,mutis,80,CO,1554478863,98,6.23,-77.4,76.4,3.04
460,smolenka,20,PL,1554478863,55,54.15,22.76,54.98,15.01
461,kissidougou,20,GN,1554478863,60,9.19,-10.1,90.8,3.94
462,ust-omchug,32,RU,1554478864,71,61.13,149.63,8.54,2.48
463,manzanillo,44,CU,1554478864,100,20.34,-77.12,78.74,14.45
464,kampot,40,KH,1554476400,88,10.62,104.18,80.6,2.24
465,mmathubudukwane,20,BW,1554476400,64,-24.61,26.43,73.4,10.29
466,mumford,8,GH,1554478864,70,5.26,-0.76,89.81,10.42
467,male,32,UA,1554478864,58,50.74,33.7,50.39,3.38
468,moose factory,90,CA,1554477780,86,51.26,-80.61,28.4,12.75
469,pangnirtung,90,CA,1554476400,67,66.15,-65.72,17.6,21.92
470,pativilca,68,PE,1554478865,93,-10.7,-77.78,68.48,6.17
471,porto torres,20,IT,1554478864,51,40.84,8.4,60.8,6.93
472,mogadishu,75,SO,1554472800,66,2.04,45.34,86.0,11.41
473,port hardy,75,CA,1554476400,87,50.7,-127.42,46.4,4.7
474,bajil,88,ES,1554478865,93,38.23,-2.07,47.87,5.61
475,manta,64,RO,1554478866,38,45.1,24.1,59.93,14.23
476,hami,0,CN,1554478866,38,42.84,93.51,54.62,3.71
477,saa,64,NG,1554478866,24,7.32,10.08,100.97,6.17
478,vuktyl,68,RU,1554478866,70,63.86,57.31,29.42,7.74
479,loudi,0,CN,1554478866,88,27.73,112.0,56.87,3.6
480,dunedin,0,NZ,1554478770,84,-45.87,170.5,45.0,1.99
481,chuy,68,UY,1554478662,91,-33.69,-53.46,67.94,22.06
482,bucerias,75,MX,1554478821,78,20.76,-105.33,75.99,4.7
483,vila velha,40,BR,1554478090,62,-3.71,-38.6,86.0,2.24
484,pleasanton,75,US,1554478806,87,37.66,-121.87,57.99,4.7
485,pottsville,90,US,1554478820,64,40.69,-76.2,45.0,8.05
486,lucapa,0,AO,1554478868,55,-8.42,20.74,86.57,7.18
487,mezen,0,RU,1554478868,70,65.85,44.24,29.87,4.5
488,can,40,IT,1554478859,82,46.08,11.97,60.8,6.93
489,sisimiut,64,GL,1554478868,93,66.94,-53.67,30.77,2.82
490,harper,75,US,1554478830,87,30.3,-99.24,75.0,5.06
491,kuzhener,44,RU,1554478869,95,56.81,48.92,33.29,6.17
492,miles city,20,US,1554478645,54,46.41,-105.84,53.6,8.05
493,solnechnyy,88,RU,1554478869,83,50.72,136.64,29.33,8.52
494,vrangel,0,RU,1554478869,87,42.73,133.08,39.5,16.24
495,discovery bay,40,JM,1554476400,69,18.46,-77.4,82.4,9.17
496,staryy nadym,36,RU,1554478869,89,65.61,72.68,26.54,19.6
497,saint anthony,75,US,1554478817,81,43.97,-111.68,50.0,3.36
498,kloulklubed,75,PW,1554476040,88,7.04,134.26,78.8,6.93
499,nome,75,US,1554478626,94,30.04,-94.42,73.4,4.7
500,locri,75,IT,1554478807,82,38.24,16.26,62.6,3.36
501,kavaratti,0,IN,1554478870,100,10.57,72.64,84.86,4.38
502,vostok,8,RU,1554478870,67,46.45,135.83,25.55,4.05
503,chara,40,GR,1554478409,72,39.42,22.43,59.0,17.22
504,beipiao,100,CN,1554478871,45,41.8,120.76,43.28,3.04
505,sri aman,76,MY,1554476400,94,1.24,111.46,77.0,2.15
506,talaya,0,RU,1554478817,40,55.79,84.89,37.0,8.95
507,san carlos de bariloche,20,AR,1554476400,61,-41.13,-71.31,48.2,2.15
508,luderitz,0,NA,1554478714,72,-26.65,15.16,66.59,21.83
509,nybro,0,SE,1554478649,47,56.75,15.91,55.0,10.29
510,shingu,0,JP,1554478872,87,33.72,135.99,62.63,15.79
511,acari,36,BR,1554478872,95,-6.44,-36.64,78.38,5.61
512,carroll,75,AU,1554478295,72,-30.99,150.44,66.0,5.82
513,alvaraes,75,BR,1554476400,79,-3.22,-64.8,86.0,6.93
514,narsaq,40,GL,1554475800,37,60.91,-46.05,37.4,43.62
515,necochea,0,AR,1554478304,46,-38.55,-58.74,64.99,3.0
516,general roca,0,AR,1554476400,37,-39.03,-67.58,66.2,6.93
517,alice springs,8,AU,1554476400,40,-23.7,133.88,68.0,7.52
518,ritchie,48,ZA,1554476400,53,-29.03,24.6,73.4,8.05
519,biak,36,ID,1554478873,99,-0.91,122.88,78.56,2.71
520,puerto narino,75,CO,1554476400,74,-3.77,-70.38,87.8,3.36
521,bontang,20,ID,1554478873,98,0.12,117.47,80.81,5.39
522,nyurba,20,RU,1554478873,70,63.29,118.35,25.01,3.49
523,sechura,0,PE,1554478874,75,-5.56,-80.82,76.22,4.94
524,ekhabi,0,RU,1554478874,82,53.51,142.97,23.21,12.21
525,imeni poliny osipenko,76,RU,1554478874,82,52.42,136.49,28.88,11.1
526,santa rosa,0,AR,1554478876,51,-36.62,-64.29,66.68,5.06
527,oyama,20,JP,1554478803,50,36.31,139.8,64.99,5.82
528,palauig,12,PH,1554478877,97,15.44,119.9,76.58,3.04
529,ishigaki,12,JP,1554478877,100,24.34,124.16,71.72,9.64
530,murchison,36,AU,1554478547,38,-36.62,145.22,71.01,13.44
531,canmore,90,CA,1554478681,92,51.09,-115.35,36.0,8.05
532,ramhormoz,80,IR,1554478877,44,31.28,49.6,70.28,4.16
533,margherita,20,IN,1554478878,92,27.29,95.67,60.38,2.71
534,zhezkazgan,44,KZ,1554478878,76,47.8,67.71,45.17,8.19
535,aitape,92,PG,1554478878,100,-3.15,142.36,79.19,3.6
536,aquiraz,40,BR,1554478090,62,-3.9,-38.39,86.0,2.24
537,grand-lahou,8,CI,1554478878,59,5.24,-5.0,92.6,9.86
538,cartagena del chaira,64,CO,1554478842,77,1.33,-74.84,83.24,2.93
539,kalangala,20,UG,1554476400,69,-0.32,32.29,80.6,17.22
540,jaisinghnagar,44,IN,1554478879,34,23.63,78.57,80.45,6.17
541,sao jose da coroa grande,44,BR,1554478879,91,-8.9,-35.15,83.78,6.06
